soc_uni,soc,task_id,id,new_descript,word,definition
53-1011,53-1011.00,Aircraft Cargo Handling Supervisors,14434,"Direct ground crews to load, unload, and arrange aircraft cargo or baggage.",Cargo,Objects being sent from one place to another.
53-1011,53-1011.00,Aircraft Cargo Handling Supervisors,14432,Arrange cargo in a way that saves the most space.,Arrange,Put something in order; fit together.
53-1011,53-1011.00,Aircraft Cargo Handling Supervisors,14432,Arrange cargo in a way that saves the most space.,Cargo,Objects being sent from one place to another.
53-1011,53-1011.00,Aircraft Cargo Handling Supervisors,14433,Figure out load weights for different parts of the aircraft. Use charts and computers to do so.,Load,A group of things to be carried together.
53-1031,53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,8585,"Plan work tasks to meet goals. Choose which workers will do which jobs, and what equipment they will need.",NA,NA
53-1031,53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,8587,"Direct workers who pump, move and store things. Direct workers who load or unload things or people.",Store,To keep something for later use.
53-1031,53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,8589,"Check orders, schedules, blueprints, and more. Figure out what work tasks need to be done in what order. Figure out shipping dates, amounts, and destinations.",Schedule,A list of times and dates when tasks will get done.
53-1031,53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,8589,"Check orders, schedules, blueprints, and more. Figure out what work tasks need to be done in what order. Figure out shipping dates, amounts, and destinations.",Blueprint,A drawing that shows how something will be built.
53-1031,53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,8589,"Check orders, schedules, blueprints, and more. Figure out what work tasks need to be done in what order. Figure out shipping dates, amounts, and destinations.",Destination,The place where something or someone is going.
53-3011,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",8606,"Drive ambulances or help drivers. Bring sick, hurt, or ill people where they need to go.",NA,NA
53-3011,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",21028,"Make simple repairs to vehicles that carry sick, hurt, or ill people. Such vehicles include ambulances.",Vehicle,"A machine that moves or carries people or things, such as a truck, car, or tractor."
53-3011,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",21029,Clean and wash ambulances. Clean and wash equipment.,NA,NA
53-3021,53-3021.00,"Bus Drivers, Transit and Intercity",3144,"Check vehicles for problems. Check gas, oil, and water levels before vehicle is driven.",Vehicle,"A machine that moves or carries people or things, such as a truck, car, or tractor."
53-3021,53-3021.00,"Bus Drivers, Transit and Intercity",18797,"Keep records of cash receipts, ticket fares, and more. Update written records.",Receipts,Records showing that payments were made or money is owed.
53-3021,53-3021.00,"Bus Drivers, Transit and Intercity",18799,Keep a bus or motor coach clean.,NA,NA
53-3022,53-3022.00,"Bus Drivers, School or Special Client",8810,"Make sure vehicles are in good working order. Check tires, brakes, wipers, oil, fuel, water, and more.",Vehicle,"A machine that moves or carries people or things, such as a truck, car, or tractor."
53-3022,53-3022.00,"Bus Drivers, School or Special Client",8815,"Make and send in reports. Include things like the number of riders, hours worked, miles driven, fuel used, or fares paid.",NA,NA
53-3022,53-3022.00,"Bus Drivers, School or Special Client",8817,Keep the inside of buses clean for riders.,NA,NA
53-3031,53-3031.00,Driver/Sales Workers,3154,"Take money from riders. Make change and give receipts, as needed.",Receipts,Records showing that payments were made or money is owed.
53-3031,53-3031.00,Driver/Sales Workers,3158,"Drive trucks to drop off goods to buyers. Goods might include food, medicine, or newspapers.",Goods,Things people buy.
53-3031,53-3031.00,Driver/Sales Workers,3156,Let repeat buyers know about new products or services. Tell them about price changes.,Services,Helpful or useful things people can get.
53-3032,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10636,Check vehicles to make sure they are in good working order. Check that all equipment is working.,Vehicle,"A machine that moves or carries people or things, such as a truck, car, or tractor."
53-3032,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10653,"Do simple upkeep to keep vehicles running well. Make easy fixes. Add oil, fuel, and coolant.",Vehicle,"A machine that moves or carries people or things, such as a truck, car, or tractor."
53-3032,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10653,"Do simple upkeep to keep vehicles running well. Make easy fixes. Add oil, fuel, and coolant.",Coolant,A liquid used to cool something or move heat from one part to another.
53-3032,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10658,"Take care of cargo in trucks. For example, check temperature of frozen foods. Or, give food and water to livestock.",Cargo,Objects being sent from one place to another.
53-3032,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10658,"Take care of cargo in trucks. For example, check temperature of frozen foods. Or, give food and water to livestock.",Temperature,Level of heat or cold.
53-3032,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,10658,"Take care of cargo in trucks. For example, check temperature of frozen foods. Or, give food and water to livestock.",Livestock,Animals kept or raised on a farm or ranch.
53-3033,53-3033.00,Light Truck or Delivery Services Drivers,8615,Follow traffic laws and rules.,NA,NA
53-3033,53-3033.00,Light Truck or Delivery Services Drivers,8622,"Keep records about vehicles, billing, and delivery. Follow rules to keep records in the right way.",Vehicle,"A machine that moves or carries people or things, such as a truck, car, or tractor."
53-3033,53-3033.00,Light Truck or Delivery Services Drivers,8622,"Keep records about vehicles, billing, and delivery. Follow rules to keep records in the right way.",Delivery,The act of bringing or sending an order to a buyer
53-3033,53-3033.00,Light Truck or Delivery Services Drivers,8616,"Make sure vehicles have the supplies and equipment they need. Check gas, oil, water, tire, lights, brakes, and more. Make sure everything works.",Vehicle,"A machine that moves or carries people or things, such as a truck, car, or tractor."
53-4011,53-4011.00,Locomotive Engineers,12752,Understand train orders and signals. Follow railroad rules and laws.,Signal,A sign that tells someone what to do or what not to do.
53-4011,53-4011.00,Locomotive Engineers,12750,"Check controls and settings for speed, power, and braking. Watch for any problems.",NA,NA
53-4011,53-4011.00,Locomotive Engineers,12751,Check railroad tracks for anything that might block them.,NA,NA
53-4021,53-4021.00,"Railroad Brake, Signal, and Switch Operators",14437,"Direct train engineers to add or take away train cars. Tell them when to start or stop. Use hands, lights, or radios to do so.",NA,NA
53-4021,53-4021.00,"Railroad Brake, Signal, and Switch Operators",14438,Pull or push switches to put train cars on another track.,NA,NA
53-4021,53-4021.00,"Railroad Brake, Signal, and Switch Operators",14441,Raise controls to add or take away train cars. Make trains longer or shorter.,NA,NA
53-4031,53-4031.00,Railroad Conductors and Yardmasters,10704,Make sure freight cars have the right route and destination info.,Freight,Objects being sent from one place to another.
53-4031,53-4031.00,Railroad Conductors and Yardmasters,10704,Make sure freight cars have the right route and destination info.,Route,Path or road to take.
53-4031,53-4031.00,Railroad Conductors and Yardmasters,10704,Make sure freight cars have the right route and destination info.,Destination,The place where something or someone is going.
53-4031,53-4031.00,Railroad Conductors and Yardmasters,10710,Check with engineers to make sure timekeeping tools are correct. Make sure trains leave on time.,NA,NA
53-4031,53-4031.00,Railroad Conductors and Yardmasters,10707,"Record when trains enter and leave stations. Keep track of tickets sold, money paid, and riders’ travel plans.",NA,NA
53-4041,53-4041.00,Subway and Streetcar Operators,12765,Run controls to open or close vehicle doors.,Vehicle,"A machine that moves or carries people or things, such as a truck, car, or train."
53-4041,53-4041.00,Subway and Streetcar Operators,12766,"Drive and control public railway vehicles that carry riders. Those include subways, trains, streetcars, and more.",Vehicle,"A machine that moves or carries people or things, such as a truck, car, or train."
53-4041,53-4041.00,Subway and Streetcar Operators,12767,Check lights that warn of trains ahead or objects on the track. Watch for car and truck traffic at crossings. Stay alert to dangers.,NA,NA
53-5011,53-5011.00,Sailors and Marine Oilers,14480,Keep ship engines in good working order. Follow orders of ship officers.,NA,NA
53-5011,53-5011.00,Sailors and Marine Oilers,14474,Give orders to crew members who are cleaning the ship.,NA,NA
53-5011,53-5011.00,Sailors and Marine Oilers,14481,"Send signals to other ships. Use lights, flags, and more.",Signal,A sign that tells someone what to do or what not to do.
53-6021,53-6021.00,Parking Lot Attendants,3192,Greet drivers and open their car doors.,NA,NA
53-6021,53-6021.00,Parking Lot Attendants,20835,"Give out tickets or place tags on windshields. Keep track of tag numbers, or attach to drivers’ keys. Give drivers matching tags to find their parked vehicles.",Vehicle,"A machine that moves or carries people or things, such as a truck, car, or train."
53-6021,53-6021.00,Parking Lot Attendants,3191,"Park and return vehicles for drivers. Work in parking lots, garages, or new car lots.",Vehicle,"A machine that moves or carries people or things, such as a truck, car, or train."
53-6031,53-6031.00,Automotive and Watercraft Service Attendants,10712,"Take cash payments and make change, if needed. Charge credit cards and give back receipts.",Receipts,Records showing that payments were made or money is owed.
53-6031,53-6031.00,Automotive and Watercraft Service Attendants,20937,Clean windshields.,NA,NA
53-6031,53-6031.00,Automotive and Watercraft Service Attendants,10723,Keep customers’ records. Remind them by phone or mail when their vehicle needs repairs or upkeep.,Vehicle,"A machine that moves or carries people or things, such as a truck, car, or boat."
53-6061,53-6061.00,"Transportation Attendants, Except Flight Attendants",13183,Figure out and help with seating plans.,NA,NA
53-6061,53-6061.00,"Transportation Attendants, Except Flight Attendants",13176,Check to make sure equipment is working and safe. Do so before travel.,NA,NA
53-6061,53-6061.00,"Transportation Attendants, Except Flight Attendants",13179,Greet riders as they get on board. Announce routes and stops.,Route,Path to travel.
53-6061,53-6061.00,"Transportation Attendants, Except Flight Attendants",13179,Greet riders as they get on board. Announce routes and stops.,Announce,"To make known, speak loudly."
53-7032,53-7032.00,Excavating and Loading Machine and Dragline Operators,12777,"Use controls, foot pedals, and dials to run power machines. Those include power shovels, backhoes, and more.",Dial,A knob that you turn.
53-7032,53-7032.00,Excavating and Loading Machine and Dragline Operators,12777,"Use controls, foot pedals, and dials to run power machines. Those include power shovels, backhoes, and more.",Backhoes,Digging machines.
53-7032,53-7032.00,Excavating and Loading Machine and Dragline Operators,12778,Set up and check equipment before it is used.,NA,NA
53-7032,53-7032.00,Excavating and Loading Machine and Dragline Operators,12783,"Grease, adjust, or fix machines. Replace parts such as gears and bearings.",Parts,Pieces needed to make a whole machine work. Example
53-7051,53-7051.00,Industrial Truck and Tractor Operators,3202,"Use controls to move lifting machines. Make machines load, unload, carry, or stack things.",NA,NA
53-7051,53-7051.00,Industrial Truck and Tractor Operators,15265,Check load to make sure it has the right products. Move it around the warehouse in a safe way. Make sure delivery is on time and complete.,Load,A group of things to be carried together.
53-7051,53-7051.00,Industrial Truck and Tractor Operators,15265,Check load to make sure it has the right products. Move it around the warehouse in a safe way. Make sure delivery is on time and complete.,Delivery,The act of bringing or sending an order to a buyer
53-7051,53-7051.00,Industrial Truck and Tractor Operators,3201,"Use controls to drive trucks, cars, or tractors. Move products between loading, production, and storage places.",Production,The act of making something.
53-7051,53-7051.00,Industrial Truck and Tractor Operators,3201,"Use controls to drive trucks, cars, or tractors. Move products between loading, production, and storage places.",Storage,Somewhere to keep something for later use.
53-7061,53-7061.00,Cleaners of Vehicles and Equipment,4997,"Wash objects and put them on drying racks. Or use cloth, tools, or air to dry surfaces.",Surface,The outside of something.
53-7061,53-7061.00,Cleaners of Vehicles and Equipment,5007,"Turn controls or remove hoses from machines and tanks. Do so to let water, cleansers, or steam out.",Cleanser,"Something that cleans, like soap."
53-7061,53-7061.00,Cleaners of Vehicles and Equipment,5008,Clean up trash. Save any material that can be still be used. Put into a container and take away from work site.,NA,NA
53-7062,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",10781,"Move things by hand or using trucks, tractors, or other equipment. Move things to and from storage and production places. Load and unload things from ships, vehicles, and more.",Storage,Somewhere to keep something for later use.
53-7062,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",10781,"Move things by hand or using trucks, tractors, or other equipment. Move things to and from storage and production places. Load and unload things from ships, vehicles, and more.",Production,The act of making something.
53-7062,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",10781,"Move things by hand or using trucks, tractors, or other equipment. Move things to and from storage and production places. Load and unload things from ships, vehicles, and more.",Vehicle,"A machine that moves or carries people or things, such as a truck, car, or train."
53-7062,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",10779,Read work orders or follow spoken orders. Give workers tasks to do. Figure out what is needed to do a job.,NA,NA
53-7062,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",10789,Keep storage places clean. Protect equipment that is in storage.,Storage,Somewhere to keep something for later use.
53-7063,53-7063.00,Machine Feeders and Offbearers,14583,Check materials and products for flaws or damage. Make sure they meet standards.,NA,NA
53-7063,53-7063.00,Machine Feeders and Offbearers,14589,Weigh or measure materials and products. Make sure they meet standards.,NA,NA
53-7063,53-7063.00,Machine Feeders and Offbearers,14590,"Fasten, package, and stack materials and products. Use hand tools and fastening tools.",Stack,To put in a neat pile.
53-7063,53-7063.00,Machine Feeders and Offbearers,14590,"Fasten, package, and stack materials and products. Use hand tools and fastening tools.",Fasten,To attach firmly.
53-7064,53-7064.00,"Packers and Packagers, Hand",3219,"Clean containers, materials, and supplies. Clean work sites. Use cleansers and hand tools.",Cleanser,"Something that cleans, like soap."
53-7064,53-7064.00,"Packers and Packagers, Hand",3214,"Fill in forms and records. Fill in product, package, and order info.",NA,NA
53-7064,53-7064.00,"Packers and Packagers, Hand",3220,Bring packages to buyers’ vehicles.,Vehicle,"A machine that moves or carries people or things, such as a truck, car, or tractor."
53-7072,53-7072.00,"Pump Operators, Except Wellhead Pumpers",14609,Check controls and settings. Make sure all is normal. Check tank levels. Check temperature and pressure settings. Report problems.,Temperature,Level of heat or cold.
53-7072,53-7072.00,"Pump Operators, Except Wellhead Pumpers",14609,Check controls and settings. Make sure all is normal. Check tank levels. Check temperature and pressure settings. Report problems.,Pressure,Force that presses on something.
53-7072,53-7072.00,"Pump Operators, Except Wellhead Pumpers",14610,"Keep records of what products are pumped, in what amounts. Keep track of equipment used, measurements, and times.",Measurements,"Things you can measure in numbers, like size, length, weight, and more."
53-7072,53-7072.00,"Pump Operators, Except Wellhead Pumpers",14613,Turn controls. Start and run pumps. Make sure materials flow at the right speed.,NA,NA
53-7073,53-7073.00,Wellhead Pumpers,5013,"Watch control panels during pumping. Make sure materials flow at the right speed, thickness, and pressure.",Pressure,Force that presses on something.
53-7073,53-7073.00,Wellhead Pumpers,5014,Run engines and pumps to shut off wells. Follow production schedules. Switch the flow of oil into storage tanks.,Production,The act of making something.
53-7073,53-7073.00,Wellhead Pumpers,5014,Run engines and pumps to shut off wells. Follow production schedules. Switch the flow of oil into storage tanks.,Schedule,A list of times and dates when tasks will get done.
53-7073,53-7073.00,Wellhead Pumpers,5014,Run engines and pumps to shut off wells. Follow production schedules. Switch the flow of oil into storage tanks.,Storage,Somewhere to keep something for later use.
53-7073,53-7073.00,Wellhead Pumpers,5019,Start engines and move oil out of storage tanks. Move oil into equipment that catches natural gas.,Storage,Somewhere to keep something for later use.
53-7081,53-7081.00,Refuse and Recyclable Material Collectors,7171,"Put fuel in trucks. Add oil and other fluids, like brake fluid.",NA,NA
53-7081,53-7081.00,Refuse and Recyclable Material Collectors,7172,Fill out reports when equipment doesn’t work right.,NA,NA
53-7081,53-7081.00,Refuse and Recyclable Material Collectors,7183,Plan schedules for trash pickup.,Schedule,A list of times and dates when tasks will get done.
Nov-61,11-9061.00,Funeral Service Managers,18835,"Make sure a funeral home is following laws, rules, and standards.",Funeral home,Business that prepares the dead for burial.
Nov-61,11-9061.00,Funeral Service Managers,18838,Plan and carry out changes. Offer new services. Work to meet people’s needs and add to business earnings.,Services,Helpful or useful things people can get.
Nov-61,11-9061.00,Funeral Service Managers,18849,Figure out the skills that staff members need to learn or improve.,NA,NA
13-1022,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",20714,Talk to sales and buying staff. Find out what customers need or want to buy.,NA,NA
13-1022,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",68,Allow for the payment or return of goods.,Goods,Things people buy.
13-1022,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",77,"Give clerks info to print on price tags. Tell them prices and any mark-ups or mark-downs. Give them code numbers, as needed.",Mark-up,Amount to add to a price.
13-1022,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",77,"Give clerks info to print on price tags. Tell them prices and any mark-ups or mark-downs. Give them code numbers, as needed.",Mark-down,Amount to lower a price.
13-2072,13-2072.00,Loan Officers,3409,Study the financial records of people who ask for loans. Check whether it makes sense to give them loans.,Financial,Having to do with money.
13-2072,13-2072.00,Loan Officers,3415,Learn about new kinds of loans to better meet customers’ needs. Keep up to date about new financial services or products.,Financial,Having to do with money.
13-2072,13-2072.00,Loan Officers,3415,Learn about new kinds of loans to better meet customers’ needs. Keep up to date about new financial services or products.,Services,Helpful or useful things people can get.
13-2072,13-2072.00,Loan Officers,3422,Watch over workers who give out loans.,NA,NA
13-2082,13-2082.00,Tax Preparers,7360,"Keep clients’ taxes as low as you can. Use credits, deductions, other lawful methods.",Deduction,Something that you can subtract to lower a total amount.
13-2082,13-2082.00,Tax Preparers,7358,Add up taxes owed or overpaid. Use adding machines and computers. Fill in forms. Follow steps listed on tax forms and in tax tables.,Tax tables,"Listings of how much tax people owe, based on earnings."
13-2082,13-2082.00,Tax Preparers,20363,Answer questions. Give tips about next year’s tax planning.,NA,NA
15-1134,15-1134.00,Web Developers,14707,Write code for Web apps or Web sites.,App,A simple program for a smartphone.
15-1134,15-1134.00,Web Developers,14698,Back up files from Web sites. Set up instant recovery in case of problems.,Instant,In no time; right away.
15-1134,15-1134.00,Web Developers,14698,Back up files from Web sites. Set up instant recovery in case of problems.,Recovery,The act of getting something back.
15-1134,15-1134.00,Web Developers,14696,"Write, design, or edit Web page content. Give tasks to workers who make Web page content.",Design,To come up with a plan or pattern.
15-1151,15-1151.00,Computer User Support Specialists,1282,Answer questions. Offer help. Fix hardware or software problems.,NA,NA
15-1151,15-1151.00,Computer User Support Specialists,1285,Make sure computers are working right from day to day.,NA,NA
15-1151,15-1151.00,Computer User Support Specialists,1287,Keep records about data use. Keep track of problems and actions taken. Keep track of updates and software installed.,Data,"Info stored on a computer, online, or in a network."
17-3027,17-3027.00,Mechanical Engineering Technicians,1487,"Read controls to check electrical strength, input, and output. See how parts work at set temperatures.",Parts,Pieces needed to make a whole machine work. Example
17-3027,17-3027.00,Mechanical Engineering Technicians,1487,"Read controls to check electrical strength, input, and output. See how parts work at set temperatures.",Temperature,Level of heat or cold.
17-3027,17-3027.00,Mechanical Engineering Technicians,1479,Think of ways to change how products are made or put together. Share new methods with staff. Figure out how to make fixes.,Method,A way of doing something.
17-3027,17-3027.00,Mechanical Engineering Technicians,1491,Test equipment and machines. Use testing tools to check electrical parts.,Parts,Pieces needed to make a whole machine work. Example
19-4031,19-4031.00,Chemical Technicians,1537,"Run chemical tests in a lab. Test solids, liquids, and gases.",Lab,Short for laboratory. A place where tests are done.
19-4031,19-4031.00,Chemical Technicians,1541,Keep lab tools and equipment in good working order. Clean them and kill germs.,Lab,Short for laboratory. A place where tests are done.
19-4031,19-4031.00,Chemical Technicians,1541,Keep lab tools and equipment in good working order. Clean them and kill germs.,Germ,A tiny living thing that spreads illness.
19-4031,19-4031.00,Chemical Technicians,1535,Check products to make sure they meet standards.,NA,NA
23-2091,23-2091.00,Court Reporters,8653,Take notes in shorthand. Use a shorthand machine that prints letters on a paper tape.,Shorthand,A way of writing very quickly that shortens words and replaces some words with symbols.
23-2091,23-2091.00,Court Reporters,8656,Make an exact written or typed record of words spoken in court. Follow set guidelines.,Exact,Without changes or mistakes.
23-2091,23-2091.00,Court Reporters,8659,File and store shorthand notes from court meetings.,Shorthand,A way of writing very quickly that shortens words and replaces some words with symbols.
23-2091,23-2091.00,Court Reporters,8659,File and store shorthand notes from court meetings.,Store,To keep something for later use.
25-1194,25-1194.00,"Vocational Education Teachers, Postsecondary",6445,Watch over students when they use tools and equipment.,NA,NA
25-1194,25-1194.00,"Vocational Education Teachers, Postsecondary",6449,"Make reports and keep records. Keep track of grades, training, and who comes to class.",NA,NA
25-1194,25-1194.00,"Vocational Education Teachers, Postsecondary",6456,Teach students a wide range of skills. Mix school subjects with work training.,NA,NA
25-2011,25-2011.00,"Preschool Teachers, Except Special Education",6477,Get children used to a school setting. Greet them. Help them take off their coats. Find fun things for them to do.,NA,NA
25-2011,25-2011.00,"Preschool Teachers, Except Special Education",6474,Get classrooms and activities ready for class.,Activity,Something to do.
25-2011,25-2011.00,"Preschool Teachers, Except Special Education",6473,Make sure students follow rules. Take action if they do not.,NA,NA
25-4031,25-4031.00,Library Technicians,1688,Put books and other materials on hold. Check them in and out of library.,NA,NA
25-4031,25-4031.00,Library Technicians,18512,"Sort through books and other library materials. Keep lists and records of them. Return items to shelves, files, and storage places.",Storage,Somewhere to keep something for later use.
25-4031,25-4031.00,Library Technicians,1711,File cards and records for library items. Follow set method.,Method,A way of doing something.
25-9041,25-9041.00,Teacher Assistants,8696,"Watch over students. Watch over classrooms, lunch rooms, school yards, field trips, and more.",NA,NA
25-9041,25-9041.00,Teacher Assistants,8697,Make sure students follow rules. Take action if they do not.,NA,NA
25-9041,25-9041.00,Teacher Assistants,8711,Help load and unload school buses.,NA,NA
27-1026,27-1026.00,Merchandise Displayers and Window Trimmers,9264,Put prices and helpful signs on goods or on displays.,Goods,Things people buy.
27-1026,27-1026.00,Merchandise Displayers and Window Trimmers,9264,Put prices and helpful signs on goods or on displays.,Displays,Things set up for show.
27-1026,27-1026.00,Merchandise Displayers and Window Trimmers,20752,"Talk to managers, buyers, or staff about where to put displays and goods.",Displays,Things set up for show.
27-1026,27-1026.00,Merchandise Displayers and Window Trimmers,9277,Tell sales staff how to arrange clothing racks by color. Tell them how to set up counter displays.,Arrange,Put something in order; fit together.
27-1026,27-1026.00,Merchandise Displayers and Window Trimmers,9277,Tell sales staff how to arrange clothing racks by color. Tell them how to set up counter displays.,Displays,Things set up for show.
27-2023,27-2023.00,"Umpires, Referees, and Other Sports Officials",3911,Make sure players follow the rules of the game. Signal when they break the rules.,Signal,Make a sign that tells someone what to do or what not to do.
27-2023,27-2023.00,"Umpires, Referees, and Other Sports Officials",3913,"Keep track of event times, race times, and more. Start and stop game or event as needed.",NA,NA
27-2023,27-2023.00,"Umpires, Referees, and Other Sports Officials",3910,Judge sporting contests. Award points and give out penalties. Figure out winners and results.,Penalty,A punishment for breaking the rules.
27-4011,27-4011.00,Audio and Video Equipment Technicians,18649,"Set up, adjust, and run electronic equipment. Record, edit, and air TV shows, movies, and radio shows. Help with video conferences and other presentations.",Video conference,A meeting that takes place by video.
27-4011,27-4011.00,Audio and Video Equipment Technicians,18649,"Set up, adjust, and run electronic equipment. Record, edit, and air TV shows, movies, and radio shows. Help with video conferences and other presentations.",Presentation,A talk about a subject.
27-4011,27-4011.00,Audio and Video Equipment Technicians,3981,Listen to sound. Watch incoming and outgoing pictures. Check that everything looks and sounds good. Tell others if there is a problem.,NA,NA
27-4011,27-4011.00,Audio and Video Equipment Technicians,3991,"Get, set up, and run videotapes on air. Make sure programs air on time.",NA,NA
27-4014,27-4014.00,Sound Engineering Technicians,7722,Use control boards during recording sessions. Control how a recording sounds and how loud it is.,Session,A meeting.
27-4014,27-4014.00,Sound Engineering Technicians,7725,"Mix and edit voices, music, and taped sound effects. Work at live shows or recorded events. Use sound mixing boards.",Live,Not taped or recorded.
27-4014,27-4014.00,Sound Engineering Technicians,18660,Take down equipment when event ends.,NA,NA
27-4021,27-4021.00,Photographers,9345,"Use film and digital cameras. Use photo equipment. That includes filters, flashes, and tripods.",Digital camera,A camera that doesn’t use film.
27-4021,27-4021.00,Photographers,9345,"Use film and digital cameras. Use photo equipment. That includes filters, flashes, and tripods.",Tripod,A three-legged stand. Often used to hold a camera.
27-4021,27-4021.00,Photographers,9347,Pick and pose people and things for pictures. Choose the best equipment and lighting. Arrange how pictures will look.,Arrange,Put something in order; fit together.
27-4021,27-4021.00,Photographers,9352,Adjust and improve digital pictures. Use computers and photo software to do so.,Digital pictures,"Pictures on a computer, not on film."
29-1124,29-1124.00,Radiation Therapists,4086,Follow doctors’ orders in detail. Place patients in the correct spot and position for treatment.,Position,Way the body is placed.
29-1124,29-1124.00,Radiation Therapists,4085,Give prescribed amounts of radiation to body parts. Use radiation equipment. Follow set rules and standards.,Prescribed,Ordered by a doctor.
29-1124,29-1124.00,Radiation Therapists,4085,Give prescribed amounts of radiation to body parts. Use radiation equipment. Follow set rules and standards.,Radiation,Energy used to get rid of harmful things in the body.
29-1124,29-1124.00,Radiation Therapists,4088,"Follow rules to protect patients, self, and others from radiation.",Radiation,Energy used to get rid of harmful things in the body.
29-1126,29-1126.00,Respiratory Therapists,18522,"Work as part of a health team. Work with doctors, nurses, and others to care for patients. Help with treatments and other health matters.",NA,NA
29-1126,29-1126.00,Respiratory Therapists,404,Keep and update health charts. Add patients’ ID info and treatment info.,ID info,Info that proves who you are.
29-1126,29-1126.00,Respiratory Therapists,407,Explain treatment steps to patients. Tell them calmly so they will be helpful and not be afraid.,NA,NA
29-1141,29-1141.00,Registered Nurses,1839,Keep and update reports and records. Make sure they are correct and detailed.,NA,NA
29-1141,29-1141.00,Registered Nurses,1841,Record patients’ health info. Record their vital signs.,Vital signs,"Basic health information, such as pulse, blood pressure, temperature."
29-1141,29-1141.00,Registered Nurses,1840,"Check, record, and report changes in patients’ health. Look for signs of illness.",NA,NA
29-2012,29-2012.00,Medical and Clinical Laboratory Technicians,1902,Run lab tests on body fluids. Body fluids include blood and urine. Use medical tools to check for diseases. Enter results into computer.,Lab,Short for laboratory. A place where tests are done.
29-2012,29-2012.00,Medical and Clinical Laboratory Technicians,1907,Run blood tests for transfusions. Perform blood counts.,Transfusion,Putting blood into a person’s veins.
29-2012,29-2012.00,Medical and Clinical Laboratory Technicians,1908,"Take samples. Grow, separate, and identify germs and cells for testing.",Separate,To set apart.
29-2012,29-2012.00,Medical and Clinical Laboratory Technicians,1908,"Take samples. Grow, separate, and identify germs and cells for testing.",Identify,To name or recognize.
29-2012,29-2012.00,Medical and Clinical Laboratory Technicians,1908,"Take samples. Grow, separate, and identify germs and cells for testing.",Germ,A tiny living thing that spreads illness.
29-2012,29-2012.00,Medical and Clinical Laboratory Technicians,1908,"Take samples. Grow, separate, and identify germs and cells for testing.",Cells,The basic materials that make up the body.
29-2021,29-2021.00,Dental Hygienists,416,Clean teeth and gums using dental tools. Remove stains and buildup.,NA,NA
29-2021,29-2021.00,Dental Hygienists,18536,Record details of patients’ past health care and concerns. Read and check their records.,Concerns,Worries or problems.
29-2021,29-2021.00,Dental Hygienists,417,Feel and look at patients’ gums. Check for sores and signs of disease.,NA,NA
29-2031,29-2031.00,Cardiovascular Technologists and Technicians,4132,Run tests to check patients’ heart health. Use special electronic testing machines. Use recording tools and lab tools.,Lab,Short for laboratory. A place where tests are done.
29-2031,29-2031.00,Cardiovascular Technologists and Technicians,4133,Get patients ready for testing. Put them in the right positions.,Position,Way the body is placed.
29-2031,29-2031.00,Cardiovascular Technologists and Technicians,4131,"Run machines during cardio tests. Check controls, recordings, and video screens.",Cardio,Short for cardiovascular. Having to do with the heart and veins.
29-2031,29-2031.00,Cardiovascular Technologists and Technicians,4131,"Run machines during cardio tests. Check controls, recordings, and video screens.",Video,Picture or image.
29-2032,29-2032.00,Diagnostic Medical Sonographers,432,Watch screen during scan. Make sure picture is clear and meets standards. Adjust equipment as needed.,NA,NA
29-2032,29-2032.00,Diagnostic Medical Sonographers,433,Watch and care for patients during testing. Make sure they are safe and at ease.,NA,NA
29-2032,29-2032.00,Diagnostic Medical Sonographers,436,Choose the right settings for testing tools. Adjust patient positions to get the best results.,Position,Way the body is placed.
29-2033,29-2033.00,Nuclear Medicine Technologists,15239,Give patients radioactive medicine or radiation through their veins. Use radiation to find or treat diseases. Run radiation equipment. Follow the orders of a doctor.,Radioactive,Using a powerful energy that can kill harmful cells.
